Image,Offer,Link,Credit Card
https://images.ixigo.com/image/upload/f_auto/ixigo1/0e5b9ce3101c22a6bde814a46088773a-xmzsd.png,IXIAUEMID WEB,https://www.ixigo.com/offers/au-bank-emi-hotel,AU Small Finance Bank LIT Credit Card
https://images.ixigo.com/image/upload/f_auto/ixigo1/0e5b9ce3101c22a6bde814a46088773a-xmzsd.png,IXIAUEMID WEB,https://www.ixigo.com/offers/au-bank-emi-hotel,Au Small Finance Bank Vetta Credit Card
https://images.ixigo.com/image/upload/f_auto/ixigo1/0e5b9ce3101c22a6bde814a46088773a-xmzsd.png,IXIAUEMID WEB,https://www.ixigo.com/offers/au-bank-emi-hotel,
https://images.ixigo.com/image/upload/f_auto/ixigo1/3019701cbf5f596519752be367ba011b-anwak.png,IXIAUEMIN WEB,https://www.ixigo.com/offers/au-intl-emi,AU Bank InstaPay Credit Card
https://images.ixigo.com/image/upload/f_auto/ixigo1/3019701cbf5f596519752be367ba011b-anwak.png,IXIAUEMIN WEB,https://www.ixigo.com/offers/au-intl-emi,AU Bank Zenith+ Credit Card
https://images.ixigo.com/image/upload/f_auto/ixigo1/3019701cbf5f596519752be367ba011b-anwak.png,IXIAUEMIN WEB,https://www.ixigo.com/offers/au-intl-emi,AU Small Finance Bank ixigo Credit Card
https://images.ixigo.com/image/upload/f_auto/ixigo1/3019701cbf5f596519752be367ba011b-anwak.png,IXIAUEMIN WEB,https://www.ixigo.com/offers/au-intl-emi,AU Small Finance Bank Zenith Credit Card
https://images.ixigo.com/image/upload/f_auto/ixigo1/3019701cbf5f596519752be367ba011b-anwak.png,IXIAUEMIN WEB,https://www.ixigo.com/offers/au-intl-emi,AU Small Finance Bank Altura Plus Credit Card
https://images.ixigo.com/image/upload/f_auto/ixigo1/3019701cbf5f596519752be367ba011b-anwak.png,IXIAUEMIN WEB,https://www.ixigo.com/offers/au-intl-emi,AU Small Finance Bank Altura Credit Card
https://images.ixigo.com/image/upload/f_auto/ixigo1/3019701cbf5f596519752be367ba011b-anwak.png,IXIAUEMIN WEB,https://www.ixigo.com/offers/au-intl-emi,AU Small Finance Bank LIT Credit Card
https://images.ixigo.com/image/upload/f_auto/ixigo1/3019701cbf5f596519752be367ba011b-anwak.png,IXIAUEMIN WEB,https://www.ixigo.com/offers/au-intl-emi,Au Small Finance Bank Vetta Credit Card
https://images.ixigo.com/image/upload/f_auto/ixigo1/3019701cbf5f596519752be367ba011b-anwak.png,IXIAUEMIN WEB,https://www.ixigo.com/offers/au-intl-emi,
