Offer Title,Coupon Code,Expiry Date,Offer Image,Offer Link,Credit Card
"Up to 35% OFF (max. Rs.6,000)",YTICICIEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/17c85727796b6e526edb3a07f8874ebb.jpg,https://www.yatra.com/offer/details/icici-bank-emi-offers,ICICI Bank Coral RuPay
"Up to 35% OFF (max. Rs.6,000)",YTICICIEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/17c85727796b6e526edb3a07f8874ebb.jpg,https://www.yatra.com/offer/details/icici-bank-emi-offers,ICICI Bank HPCL Super Saver RuPay
"Up to 35% OFF (max. Rs.6,000)",YTICICIEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/17c85727796b6e526edb3a07f8874ebb.jpg,https://www.yatra.com/offer/details/icici-bank-emi-offers,ICICI Bank Instant Platinum
"Up to 35% OFF (max. Rs.6,000)",YTICICIEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/17c85727796b6e526edb3a07f8874ebb.jpg,https://www.yatra.com/offer/details/icici-bank-emi-offers,Skywards ICICI Bank Sapphiro
"Up to 35% OFF (max. Rs.6,000)",YTICICIEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/17c85727796b6e526edb3a07f8874ebb.jpg,https://www.yatra.com/offer/details/icici-bank-emi-offers,ICICI Bank HPCL Super Saver Visa
"Up to 35% OFF (max. Rs.6,000)",YTICICIEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/17c85727796b6e526edb3a07f8874ebb.jpg,https://www.yatra.com/offer/details/icici-bank-emi-offers,Accelero ICICI Bank
"Up to 35% OFF (max. Rs.6,000)",YTICICIEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/17c85727796b6e526edb3a07f8874ebb.jpg,https://www.yatra.com/offer/details/icici-bank-emi-offers,ICICI Manchester United Platinum
"Up to 35% OFF (max. Rs.6,000)",YTICICIEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/17c85727796b6e526edb3a07f8874ebb.jpg,https://www.yatra.com/offer/details/icici-bank-emi-offers,ICICI Bank Rubyx Visa
"Up to 35% OFF (max. Rs.6,000)",YTICICIEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/17c85727796b6e526edb3a07f8874ebb.jpg,https://www.yatra.com/offer/details/icici-bank-emi-offers,Adani One ICICI Platinum
"Up to 35% OFF (max. Rs.6,000)",YTICICIEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/17c85727796b6e526edb3a07f8874ebb.jpg,https://www.yatra.com/offer/details/icici-bank-emi-offers,ICICI Manchester United Signature
"Up to 35% OFF (max. Rs.6,000)",YTICICIEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/17c85727796b6e526edb3a07f8874ebb.jpg,https://www.yatra.com/offer/details/icici-bank-emi-offers,Expressions
"Up to 35% OFF (max. Rs.6,000)",YTICICIEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/17c85727796b6e526edb3a07f8874ebb.jpg,https://www.yatra.com/offer/details/icici-bank-emi-offers,ICICI Parakram
"Up to 35% OFF (max. Rs.6,000)",YTICICIEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/17c85727796b6e526edb3a07f8874ebb.jpg,https://www.yatra.com/offer/details/icici-bank-emi-offers,ICICI Bank Times Black
"Up to 35% OFF (max. Rs.6,000)",YTICICIEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/17c85727796b6e526edb3a07f8874ebb.jpg,https://www.yatra.com/offer/details/icici-bank-emi-offers,Adani One ICICI Signature
"Up to 35% OFF (max. Rs.6,000)",YTICICIEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/17c85727796b6e526edb3a07f8874ebb.jpg,https://www.yatra.com/offer/details/icici-bank-emi-offers,Chennai Super Kings ICICI Bank
"Up to 35% OFF (max. Rs.6,000)",YTICICIEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/17c85727796b6e526edb3a07f8874ebb.jpg,https://www.yatra.com/offer/details/icici-bank-emi-offers,.
"Up to 35% OFF (max. Rs.6,000)",YTICICIEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/17c85727796b6e526edb3a07f8874ebb.jpg,https://www.yatra.com/offer/details/icici-bank-emi-offers,ICICI HPCL Coral
"Up to 35% OFF (max. Rs.6,000)",YTICICIEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/17c85727796b6e526edb3a07f8874ebb.jpg,https://www.yatra.com/offer/details/icici-bank-emi-offers,ICICI Bank Coral Visa
"Up to 35% OFF (max. Rs.6,000)",YTICICIEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/17c85727796b6e526edb3a07f8874ebb.jpg,https://www.yatra.com/offer/details/icici-bank-emi-offers,ICICI Bank Emeralde
"Up to 35% OFF (max. Rs.6,000)",YTICICIEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/17c85727796b6e526edb3a07f8874ebb.jpg,https://www.yatra.com/offer/details/icici-bank-emi-offers,ICICI Parakram Select
"Up to 35% OFF (max. Rs.6,000)",YTICICIEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/17c85727796b6e526edb3a07f8874ebb.jpg,https://www.yatra.com/offer/details/icici-bank-emi-offers,Emirates Skywards Rubyx
"Up to 35% OFF (max. Rs.6,000)",YTICICIEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/17c85727796b6e526edb3a07f8874ebb.jpg,https://www.yatra.com/offer/details/icici-bank-emi-offers,ICICI Bank Sapphiro
"Up to 35% OFF (max. Rs.6,000)",YTICICIEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/17c85727796b6e526edb3a07f8874ebb.jpg,https://www.yatra.com/offer/details/icici-bank-emi-offers,MakeMyTrip ICICI Bank Platinum
"Up to 35% OFF (max. Rs.6,000)",YTICICIEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/17c85727796b6e526edb3a07f8874ebb.jpg,https://www.yatra.com/offer/details/icici-bank-emi-offers,MakeMyTrip ICICI Bank
"Up to 35% OFF (max. Rs.6,000)",YTICICIEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/17c85727796b6e526edb3a07f8874ebb.jpg,https://www.yatra.com/offer/details/icici-bank-emi-offers,Platinum Chip
"Up to 35% OFF (max. Rs.6,000)",YTICICIEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/17c85727796b6e526edb3a07f8874ebb.jpg,https://www.yatra.com/offer/details/icici-bank-emi-offers,MakeMyTrip ICICI Bank Signature
"Up to 35% OFF (max. Rs.6,000)",YTICICIEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/17c85727796b6e526edb3a07f8874ebb.jpg,https://www.yatra.com/offer/details/icici-bank-emi-offers,Skywards ICICI Bank Emerald
"Up to 35% OFF (max. Rs.6,000)",YTICICIEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/17c85727796b6e526edb3a07f8874ebb.jpg,https://www.yatra.com/offer/details/icici-bank-emi-offers,All ICICI Bank
"Up to 35% OFF (max. Rs.6,000)",YTICICIEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/17c85727796b6e526edb3a07f8874ebb.jpg,https://www.yatra.com/offer/details/icici-bank-emi-offers,s except ICICI Amazon Pay
"Flat 15% OFF (max. Rs.2,500)",YRBOBCCEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/c93a75c54fda87ea99654897dae92d94.jpg,https://www.yatra.com/offer/details/bank-of-baroda-emi-offers,PREMIER
"Flat 15% OFF (max. Rs.2,500)",YRBOBCCEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/c93a75c54fda87ea99654897dae92d94.jpg,https://www.yatra.com/offer/details/bank-of-baroda-emi-offers,BOB Assure
"Flat 15% OFF (max. Rs.2,500)",YRBOBCCEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/c93a75c54fda87ea99654897dae92d94.jpg,https://www.yatra.com/offer/details/bank-of-baroda-emi-offers,BOBCARD ETERNA
"Flat 15% OFF (max. Rs.2,500)",YRBOBCCEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/c93a75c54fda87ea99654897dae92d94.jpg,https://www.yatra.com/offer/details/bank-of-baroda-emi-offers,Indian Navy VARUNAH Premium
"Flat 15% OFF (max. Rs.2,500)",YRBOBCCEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/c93a75c54fda87ea99654897dae92d94.jpg,https://www.yatra.com/offer/details/bank-of-baroda-emi-offers,CMA ONE
"Flat 15% OFF (max. Rs.2,500)",YRBOBCCEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/c93a75c54fda87ea99654897dae92d94.jpg,https://www.yatra.com/offer/details/bank-of-baroda-emi-offers,ETERNA
"Flat 15% OFF (max. Rs.2,500)",YRBOBCCEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/c93a75c54fda87ea99654897dae92d94.jpg,https://www.yatra.com/offer/details/bank-of-baroda-emi-offers,ICSI DIAMOND
"Flat 15% OFF (max. Rs.2,500)",YRBOBCCEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/c93a75c54fda87ea99654897dae92d94.jpg,https://www.yatra.com/offer/details/bank-of-baroda-emi-offers,EASY
"Flat 15% OFF (max. Rs.2,500)",YRBOBCCEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/c93a75c54fda87ea99654897dae92d94.jpg,https://www.yatra.com/offer/details/bank-of-baroda-emi-offers,ICAI EXCLUSIVE
"Flat 15% OFF (max. Rs.2,500)",YRBOBCCEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/c93a75c54fda87ea99654897dae92d94.jpg,https://www.yatra.com/offer/details/bank-of-baroda-emi-offers,Assam Rifles The SENTINEL
"Flat 15% OFF (max. Rs.2,500)",YRBOBCCEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/c93a75c54fda87ea99654897dae92d94.jpg,https://www.yatra.com/offer/details/bank-of-baroda-emi-offers,Indian Army YODDHA
"Flat 15% OFF (max. Rs.2,500)",YRBOBCCEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/c93a75c54fda87ea99654897dae92d94.jpg,https://www.yatra.com/offer/details/bank-of-baroda-emi-offers,HPCL BoB ENERGIE
"Flat 15% OFF (max. Rs.2,500)",YRBOBCCEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/c93a75c54fda87ea99654897dae92d94.jpg,https://www.yatra.com/offer/details/bank-of-baroda-emi-offers,PRIME
"Flat 15% OFF (max. Rs.2,500)",YRBOBCCEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/c93a75c54fda87ea99654897dae92d94.jpg,https://www.yatra.com/offer/details/bank-of-baroda-emi-offers,SWAVLAMBAN
"Flat 15% OFF (max. Rs.2,500)",YRBOBCCEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/c93a75c54fda87ea99654897dae92d94.jpg,https://www.yatra.com/offer/details/bank-of-baroda-emi-offers,IRCTC BoB
"Flat 15% OFF (max. Rs.2,500)",YRBOBCCEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/c93a75c54fda87ea99654897dae92d94.jpg,https://www.yatra.com/offer/details/bank-of-baroda-emi-offers,SNAPDEAL
"Flat 15% OFF (max. Rs.2,500)",YRBOBCCEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/c93a75c54fda87ea99654897dae92d94.jpg,https://www.yatra.com/offer/details/bank-of-baroda-emi-offers,UNNATI
"Flat 15% OFF (max. Rs.2,500)",YRBOBCCEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/c93a75c54fda87ea99654897dae92d94.jpg,https://www.yatra.com/offer/details/bank-of-baroda-emi-offers,Indian Coast Guard Rakshamah
"Flat 15% OFF (max. Rs.2,500)",YRBOBCCEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/c93a75c54fda87ea99654897dae92d94.jpg,https://www.yatra.com/offer/details/bank-of-baroda-emi-offers,SELECT
"Up to 35% OFF (max. Rs.2,500)",IDFCEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/616288ff221d12fc8da39ebb9e1d179c.jpg,https://www.yatra.com/offer/details/idfc-first-bank-emi-offer,IDFC Bank First Millennia
"Up to 35% OFF (max. Rs.2,500)",IDFCEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/616288ff221d12fc8da39ebb9e1d179c.jpg,https://www.yatra.com/offer/details/idfc-first-bank-emi-offer,IDFC First Power RuPay
"Up to 35% OFF (max. Rs.2,500)",IDFCEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/616288ff221d12fc8da39ebb9e1d179c.jpg,https://www.yatra.com/offer/details/idfc-first-bank-emi-offer,IDFC First Select
"Up to 35% OFF (max. Rs.2,500)",IDFCEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/616288ff221d12fc8da39ebb9e1d179c.jpg,https://www.yatra.com/offer/details/idfc-first-bank-emi-offer,IDFC Bank First Classic
"Up to 35% OFF (max. Rs.2,500)",IDFCEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/616288ff221d12fc8da39ebb9e1d179c.jpg,https://www.yatra.com/offer/details/idfc-first-bank-emi-offer,FIRST EARN RuPay
"Up to 35% OFF (max. Rs.2,500)",IDFCEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/616288ff221d12fc8da39ebb9e1d179c.jpg,https://www.yatra.com/offer/details/idfc-first-bank-emi-offer,IDFC First Power+ RuPay
"Up to 35% OFF (max. Rs.2,500)",IDFCEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/616288ff221d12fc8da39ebb9e1d179c.jpg,https://www.yatra.com/offer/details/idfc-first-bank-emi-offer,IDFC FIRST SWYP
"Up to 35% OFF (max. Rs.2,500)",IDFCEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/616288ff221d12fc8da39ebb9e1d179c.jpg,https://www.yatra.com/offer/details/idfc-first-bank-emi-offer,IDFC Bank IDFC First Wealth
"Up to 35% OFF (max. Rs.2,500)",IDFCEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/616288ff221d12fc8da39ebb9e1d179c.jpg,https://www.yatra.com/offer/details/idfc-first-bank-emi-offer,Mayura
"Up to 35% OFF (max. Rs.2,500)",IDFCEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/616288ff221d12fc8da39ebb9e1d179c.jpg,https://www.yatra.com/offer/details/idfc-first-bank-emi-offer,IDFC First Bank First Private
"Up to 35% OFF (max. Rs.2,500)",IDFCEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/616288ff221d12fc8da39ebb9e1d179c.jpg,https://www.yatra.com/offer/details/idfc-first-bank-emi-offer,Ashva
"Up to 35% OFF (max. Rs.2,500)",IDFCEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/616288ff221d12fc8da39ebb9e1d179c.jpg,https://www.yatra.com/offer/details/idfc-first-bank-emi-offer,IDFC First Bank First Wow
"Up to 35% OFF (max. Rs.6,000)",KOTAKEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/9b105172e1a666829ec39f13a3cc2bb2.jpg,https://www.yatra.com/offer/details/kotak-bank-emi-offers,Kotak 811 Dream Different
"Up to 35% OFF (max. Rs.6,000)",KOTAKEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/9b105172e1a666829ec39f13a3cc2bb2.jpg,https://www.yatra.com/offer/details/kotak-bank-emi-offers,Kotak White
"Up to 35% OFF (max. Rs.6,000)",KOTAKEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/9b105172e1a666829ec39f13a3cc2bb2.jpg,https://www.yatra.com/offer/details/kotak-bank-emi-offers,Kotak IndiGo 6E Rewards
"Up to 35% OFF (max. Rs.6,000)",KOTAKEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/9b105172e1a666829ec39f13a3cc2bb2.jpg,https://www.yatra.com/offer/details/kotak-bank-emi-offers,Kotak Zen Signature
"Up to 35% OFF (max. Rs.6,000)",KOTAKEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/9b105172e1a666829ec39f13a3cc2bb2.jpg,https://www.yatra.com/offer/details/kotak-bank-emi-offers,Myntra Kotak
"Up to 35% OFF (max. Rs.6,000)",KOTAKEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/9b105172e1a666829ec39f13a3cc2bb2.jpg,https://www.yatra.com/offer/details/kotak-bank-emi-offers,Kotak IndiGo 6E Rewards XL
"Up to 35% OFF (max. Rs.6,000)",KOTAKEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/9b105172e1a666829ec39f13a3cc2bb2.jpg,https://www.yatra.com/offer/details/kotak-bank-emi-offers,Kotak League Platinum
"Up to 35% OFF (max. Rs.6,000)",KOTAKEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/9b105172e1a666829ec39f13a3cc2bb2.jpg,https://www.yatra.com/offer/details/kotak-bank-emi-offers,Indian Oil Kotak
"Up to 35% OFF (max. Rs.6,000)",KOTAKEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/9b105172e1a666829ec39f13a3cc2bb2.jpg,https://www.yatra.com/offer/details/kotak-bank-emi-offers,Kotak Urbane Gold
"Up to 35% OFF (max. Rs.6,000)",KOTAKEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/9b105172e1a666829ec39f13a3cc2bb2.jpg,https://www.yatra.com/offer/details/kotak-bank-emi-offers,Kotak 811
"Up to 35% OFF (max. Rs.6,000)",KOTAKEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/9b105172e1a666829ec39f13a3cc2bb2.jpg,https://www.yatra.com/offer/details/kotak-bank-emi-offers,Kotak Mojo Platinum
"Up to 35% OFF (max. Rs.6,000)",KOTAKEMI,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/Apr/9b105172e1a666829ec39f13a3cc2bb2.jpg,https://www.yatra.com/offer/details/kotak-bank-emi-offers,PVR INOX Kotak
Jupiter UPI Cashback Offer ,,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/May/0acbb28bb0922d62c444c56dc9eccd5d.jpg,https://www.yatra.com/offer/details/jupiter-upi-rupay-credit-card-cashback-offer,Jupiter Edge Rupay
Jupiter UPI Cashback Offer ,,30-Jun-25,https://www.yatra.com/ythomepagecms/media/todayspick_hotels/2025/May/77180140ea05d87e3264fe6b2629eb88.jpg,https://www.yatra.com/offer/details/jupiter-upi-cashback-offer,Jupiter Edge Rupay
