Website,Link,Applicable Credit Cards,Debit Cards,Offer,Image,Unnamed: 6,Unnamed: 7,Unnamed: 8,Dedit Cards
ixigo,https://www.ixigo.com/offers/icicidc-hotels-web,"ICICI Bank Times Black Credit Card, MakeMyTrip ICICI Bank Credit Card, Adani One ICICI Platinum Credit Card, Adani One ICICI Signature Credit Card, ICICI HPCL Coral Credit Card,  ICICI Parakram Select Credit Card, ICICI Parakram Credit Card, Skywards ICICI Bank Emerald Credit Card, ICICI Bank Instant Platinum Credit Card, Skywards ICICI Bank Sapphiro Credit Card, MakeMyTrip ICICI Bank Signature Credit Card, Accelero ICICI Bank Credit Card, MakeMyTrip ICICI Bank Platinum Credit Card, Chennai Super Kings ICICI Bank Credit Card, ICICI Manchester United Signature Credit Card, ICICI Manchester United Platinum Credit Card, Expressions Credit Card, Platinum Chip Credit Card, ICICI Bank HPCL Super Saver Credit Card, ICICI Bank Emeralde Credit Card, ICICI Bank Rubyx Credit Card, ICICI Bank Coral Credit Card, ICICI Bank Sapphiro Credit Card","Family Debit Card
























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































",Get Flat Rs 1200 Off On Hotels with ICICI Bank Debit Cards,"https://www.icicibank.com/content/dam/icicibank/icici-assets/personal-banking/titanium-family-debit.jpg

























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































",,,,Family Debit Card
ixigo,https://www.ixigo.com/offers/icicidc-hotels-web,"ICICI Bank Times Black Credit Card, MakeMyTrip ICICI Bank Credit Card, Adani One ICICI Platinum Credit Card, Adani One ICICI Signature Credit Card, ICICI HPCL Coral Credit Card,  ICICI Parakram Select Credit Card, ICICI Parakram Credit Card, Skywards ICICI Bank Emerald Credit Card, ICICI Bank Instant Platinum Credit Card, Skywards ICICI Bank Sapphiro Credit Card, MakeMyTrip ICICI Bank Signature Credit Card, Accelero ICICI Bank Credit Card, MakeMyTrip ICICI Bank Platinum Credit Card, Chennai Super Kings ICICI Bank Credit Card, ICICI Manchester United Signature Credit Card, ICICI Manchester United Platinum Credit Card, Expressions Credit Card, Platinum Chip Credit Card, ICICI Bank HPCL Super Saver Credit Card, ICICI Bank Emeralde Credit Card, ICICI Bank Rubyx Credit Card, ICICI Bank Coral Credit Card, ICICI Bank Sapphiro Credit Card","Platinum Chip Card

























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































",Get Flat Rs 1200 Off On Hotels with ICICI Bank Debit Cards,"https://www.icicibank.com/content/dam/icicibank/icici-assets/personal-banking/Plat_chip_image.gif

























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































",,,,Platinum Chip Card
ixigo,https://www.ixigo.com/offers/icicidc-hotels-web,"ICICI Bank Times Black Credit Card, MakeMyTrip ICICI Bank Credit Card, Adani One ICICI Platinum Credit Card, Adani One ICICI Signature Credit Card, ICICI HPCL Coral Credit Card,  ICICI Parakram Select Credit Card, ICICI Parakram Credit Card, Skywards ICICI Bank Emerald Credit Card, ICICI Bank Instant Platinum Credit Card, Skywards ICICI Bank Sapphiro Credit Card, MakeMyTrip ICICI Bank Signature Credit Card, Accelero ICICI Bank Credit Card, MakeMyTrip ICICI Bank Platinum Credit Card, Chennai Super Kings ICICI Bank Credit Card, ICICI Manchester United Signature Credit Card, ICICI Manchester United Platinum Credit Card, Expressions Credit Card, Platinum Chip Credit Card, ICICI Bank HPCL Super Saver Credit Card, ICICI Bank Emeralde Credit Card, ICICI Bank Rubyx Credit Card, ICICI Bank Coral Credit Card, ICICI Bank Sapphiro Credit Card","Titanium Debit Card

























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































",Get Flat Rs 1200 Off On Hotels with ICICI Bank Debit Cards,"https://www.icicibank.com/content/dam/icicibank/icici-assets/personal-banking/card_titanium.jpg

























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































",,,,Titanium Debit Card
ixigo,https://www.ixigo.com/offers/icicidc-hotels-web,"ICICI Bank Times Black Credit Card, MakeMyTrip ICICI Bank Credit Card, Adani One ICICI Platinum Credit Card, Adani One ICICI Signature Credit Card, ICICI HPCL Coral Credit Card,  ICICI Parakram Select Credit Card, ICICI Parakram Credit Card, Skywards ICICI Bank Emerald Credit Card, ICICI Bank Instant Platinum Credit Card, Skywards ICICI Bank Sapphiro Credit Card, MakeMyTrip ICICI Bank Signature Credit Card, Accelero ICICI Bank Credit Card, MakeMyTrip ICICI Bank Platinum Credit Card, Chennai Super Kings ICICI Bank Credit Card, ICICI Manchester United Signature Credit Card, ICICI Manchester United Platinum Credit Card, Expressions Credit Card, Platinum Chip Credit Card, ICICI Bank HPCL Super Saver Credit Card, ICICI Bank Emeralde Credit Card, ICICI Bank Rubyx Credit Card, ICICI Bank Coral Credit Card, ICICI Bank Sapphiro Credit Card","Woman's Debit Card

























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































",Get Flat Rs 1200 Off On Hotels with ICICI Bank Debit Cards,"https://www.icicibank.com/content/dam/icicibank/icici-assets/personal-banking/card_women.jpg
























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































",,,,Woman's Debit Card
ixigo,https://www.ixigo.com/offers/icicidc-hotels-web,"ICICI Bank Times Black Credit Card, MakeMyTrip ICICI Bank Credit Card, Adani One ICICI Platinum Credit Card, Adani One ICICI Signature Credit Card, ICICI HPCL Coral Credit Card,  ICICI Parakram Select Credit Card, ICICI Parakram Credit Card, Skywards ICICI Bank Emerald Credit Card, ICICI Bank Instant Platinum Credit Card, Skywards ICICI Bank Sapphiro Credit Card, MakeMyTrip ICICI Bank Signature Credit Card, Accelero ICICI Bank Credit Card, MakeMyTrip ICICI Bank Platinum Credit Card, Chennai Super Kings ICICI Bank Credit Card, ICICI Manchester United Signature Credit Card, ICICI Manchester United Platinum Credit Card, Expressions Credit Card, Platinum Chip Credit Card, ICICI Bank HPCL Super Saver Credit Card, ICICI Bank Emeralde Credit Card, ICICI Bank Rubyx Credit Card, ICICI Bank Coral Credit Card, ICICI Bank Sapphiro Credit Card","Smart Shopper Silver Debit Card

























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































",Get Flat Rs 1200 Off On Hotels with ICICI Bank Debit Cards,"https://www.icicibank.com/content/dam/icicibank/icici-assets/personal-banking/silver-debit-card-d.jpg

























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































",,,,Smart Shopper Silver Debit Card
ixigo,https://www.ixigo.com/offers/icicidc-hotels-web,"ICICI Bank Times Black Credit Card, MakeMyTrip ICICI Bank Credit Card, Adani One ICICI Platinum Credit Card, Adani One ICICI Signature Credit Card, ICICI HPCL Coral Credit Card,  ICICI Parakram Select Credit Card, ICICI Parakram Credit Card, Skywards ICICI Bank Emerald Credit Card, ICICI Bank Instant Platinum Credit Card, Skywards ICICI Bank Sapphiro Credit Card, MakeMyTrip ICICI Bank Signature Credit Card, Accelero ICICI Bank Credit Card, MakeMyTrip ICICI Bank Platinum Credit Card, Chennai Super Kings ICICI Bank Credit Card, ICICI Manchester United Signature Credit Card, ICICI Manchester United Platinum Credit Card, Expressions Credit Card, Platinum Chip Credit Card, ICICI Bank HPCL Super Saver Credit Card, ICICI Bank Emeralde Credit Card, ICICI Bank Rubyx Credit Card, ICICI Bank Coral Credit Card, ICICI Bank Sapphiro Credit Card","Smart Shopper Silver Debit Card(New)

























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































",Get Flat Rs 1200 Off On Hotels with ICICI Bank Debit Cards,"https://www.icicibank.com/content/dam/icicibank/icici-assets/personal-banking/card-SmartShopper-silver-new.jpg

























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































",,,,Smart Shopper Silver Debit Card(New)
ixigo,https://www.ixigo.com/offers/icicidc-hotels-web,"ICICI Bank Times Black Credit Card, MakeMyTrip ICICI Bank Credit Card, Adani One ICICI Platinum Credit Card, Adani One ICICI Signature Credit Card, ICICI HPCL Coral Credit Card,  ICICI Parakram Select Credit Card, ICICI Parakram Credit Card, Skywards ICICI Bank Emerald Credit Card, ICICI Bank Instant Platinum Credit Card, Skywards ICICI Bank Sapphiro Credit Card, MakeMyTrip ICICI Bank Signature Credit Card, Accelero ICICI Bank Credit Card, MakeMyTrip ICICI Bank Platinum Credit Card, Chennai Super Kings ICICI Bank Credit Card, ICICI Manchester United Signature Credit Card, ICICI Manchester United Platinum Credit Card, Expressions Credit Card, Platinum Chip Credit Card, ICICI Bank HPCL Super Saver Credit Card, ICICI Bank Emeralde Credit Card, ICICI Bank Rubyx Credit Card, ICICI Bank Coral Credit Card, ICICI Bank Sapphiro Credit Card","NRE Debit Card

























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































",Get Flat Rs 1200 Off On Hotels with ICICI Bank Debit Cards,"https://www.icicibank.com/content/dam/icicibank/icici-assets/personal-banking/NRE.jpg























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































",,,,NRE Debit Card
ixigo,https://www.ixigo.com/offers/icicidc-hotels-web,"ICICI Bank Times Black Credit Card, MakeMyTrip ICICI Bank Credit Card, Adani One ICICI Platinum Credit Card, Adani One ICICI Signature Credit Card, ICICI HPCL Coral Credit Card,  ICICI Parakram Select Credit Card, ICICI Parakram Credit Card, Skywards ICICI Bank Emerald Credit Card, ICICI Bank Instant Platinum Credit Card, Skywards ICICI Bank Sapphiro Credit Card, MakeMyTrip ICICI Bank Signature Credit Card, Accelero ICICI Bank Credit Card, MakeMyTrip ICICI Bank Platinum Credit Card, Chennai Super Kings ICICI Bank Credit Card, ICICI Manchester United Signature Credit Card, ICICI Manchester United Platinum Credit Card, Expressions Credit Card, Platinum Chip Credit Card, ICICI Bank HPCL Super Saver Credit Card, ICICI Bank Emeralde Credit Card, ICICI Bank Rubyx Credit Card, ICICI Bank Coral Credit Card, ICICI Bank Sapphiro Credit Card","NRO Debit Card
























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































",Get Flat Rs 1200 Off On Hotels with ICICI Bank Debit Cards,"https://www.icicibank.com/content/dam/icicibank/icici-assets/personal-banking/NRO.jpg

























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































",,,,NRO Debit Card
ixigo,https://www.ixigo.com/offers/icicidc-hotels-web,"ICICI Bank Times Black Credit Card, MakeMyTrip ICICI Bank Credit Card, Adani One ICICI Platinum Credit Card, Adani One ICICI Signature Credit Card, ICICI HPCL Coral Credit Card,  ICICI Parakram Select Credit Card, ICICI Parakram Credit Card, Skywards ICICI Bank Emerald Credit Card, ICICI Bank Instant Platinum Credit Card, Skywards ICICI Bank Sapphiro Credit Card, MakeMyTrip ICICI Bank Signature Credit Card, Accelero ICICI Bank Credit Card, MakeMyTrip ICICI Bank Platinum Credit Card, Chennai Super Kings ICICI Bank Credit Card, ICICI Manchester United Signature Credit Card, ICICI Manchester United Platinum Credit Card, Expressions Credit Card, Platinum Chip Credit Card, ICICI Bank HPCL Super Saver Credit Card, ICICI Bank Emeralde Credit Card, ICICI Bank Rubyx Credit Card, ICICI Bank Coral Credit Card, ICICI Bank Sapphiro Credit Card","Senior Citizen Gold

























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































",Get Flat Rs 1200 Off On Hotels with ICICI Bank Debit Cards,"https://www.icicibank.com/content/dam/icicibank/icici-assets/personal-banking/Senior_Citizen_gold.jpg
























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































",,,,Senior Citizen Gold
ixigo,https://www.ixigo.com/offers/icicidc-hotels-web,"ICICI Bank Times Black Credit Card, MakeMyTrip ICICI Bank Credit Card, Adani One ICICI Platinum Credit Card, Adani One ICICI Signature Credit Card, ICICI HPCL Coral Credit Card,  ICICI Parakram Select Credit Card, ICICI Parakram Credit Card, Skywards ICICI Bank Emerald Credit Card, ICICI Bank Instant Platinum Credit Card, Skywards ICICI Bank Sapphiro Credit Card, MakeMyTrip ICICI Bank Signature Credit Card, Accelero ICICI Bank Credit Card, MakeMyTrip ICICI Bank Platinum Credit Card, Chennai Super Kings ICICI Bank Credit Card, ICICI Manchester United Signature Credit Card, ICICI Manchester United Platinum Credit Card, Expressions Credit Card, Platinum Chip Credit Card, ICICI Bank HPCL Super Saver Credit Card, ICICI Bank Emeralde Credit Card, ICICI Bank Rubyx Credit Card, ICICI Bank Coral Credit Card, ICICI Bank Sapphiro Credit Card","Senior Citizen Silver
























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































",Get Flat Rs 1200 Off On Hotels with ICICI Bank Debit Cards,"https://www.icicibank.com/content/dam/icicibank/icici-assets/personal-banking/Senior_Citizen_Silver.jpg

























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































",,,,Senior Citizen Silver
ixigo,https://www.ixigo.com/offers/icicidc-hotels-web,"ICICI Bank Times Black Credit Card, MakeMyTrip ICICI Bank Credit Card, Adani One ICICI Platinum Credit Card, Adani One ICICI Signature Credit Card, ICICI HPCL Coral Credit Card,  ICICI Parakram Select Credit Card, ICICI Parakram Credit Card, Skywards ICICI Bank Emerald Credit Card, ICICI Bank Instant Platinum Credit Card, Skywards ICICI Bank Sapphiro Credit Card, MakeMyTrip ICICI Bank Signature Credit Card, Accelero ICICI Bank Credit Card, MakeMyTrip ICICI Bank Platinum Credit Card, Chennai Super Kings ICICI Bank Credit Card, ICICI Manchester United Signature Credit Card, ICICI Manchester United Platinum Credit Card, Expressions Credit Card, Platinum Chip Credit Card, ICICI Bank HPCL Super Saver Credit Card, ICICI Bank Emeralde Credit Card, ICICI Bank Rubyx Credit Card, ICICI Bank Coral Credit Card, ICICI Bank Sapphiro Credit Card","Young Stars Debit Card
























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































",Get Flat Rs 1200 Off On Hotels with ICICI Bank Debit Cards,"https://www.icicibank.com/content/dam/icicibank/icici-assets/personal-banking/Young_Stars.jpg
























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































",,,,Young Stars Debit Card
,,,,,,,,,nan
Cleartrip,https://www.cleartrip.com/all-offers/federal-bank-credit-debit-cards-hotels-offer/,,"Visa Celesta Contactless Debit Card




























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































",Flat 24% off on hotels with Federal Bank,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/Fed-Logo.png,,,,Visa Celesta Contactless Debit Card
Cleartrip,https://www.cleartrip.com/all-offers/federal-bank-credit-debit-cards-hotels-offer/,,"Visa Imperio Contactless Debit Card




























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































",Flat 24% off on hotels with Federal Bank,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/Fed-Logo.png,,,,Visa Imperio Contactless Debit Card
Cleartrip,https://www.cleartrip.com/all-offers/federal-bank-credit-debit-cards-hotels-offer/,,"Visa Crown Contactless Debit Card




























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































",Flat 24% off on hotels with Federal Bank,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/Fed-Logo.png,,,,Visa Crown Contactless Debit Card
Cleartrip,https://www.cleartrip.com/all-offers/federal-bank-credit-debit-cards-hotels-offer/,,"Visa FedFirst Contactless Debit Card




























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































",Flat 24% off on hotels with Federal Bank,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/Fed-Logo.png,,,,Visa FedFirst Contactless Debit Card
Cleartrip,https://www.cleartrip.com/all-offers/federal-bank-credit-debit-cards-hotels-offer/,,"Mastercard Celesta Contactless Debit Card





























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































",Flat 24% off on hotels with Federal Bank,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/Fed-Logo.png,,,,Mastercard Celesta Contactless Debit Card
Cleartrip,https://www.cleartrip.com/all-offers/federal-bank-credit-debit-cards-hotels-offer/,,"Mastercard Imperio Contactless Debit Card




























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































",Flat 24% off on hotels with Federal Bank,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/Fed-Logo.png,,,,Mastercard Imperio Contactless Debit Card
Cleartrip,https://www.cleartrip.com/all-offers/federal-bank-credit-debit-cards-hotels-offer/,,"Mastercard Crown Contactless Debit Card




























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































",Flat 24% off on hotels with Federal Bank,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/Fed-Logo.png,,,,Mastercard Crown Contactless Debit Card
Cleartrip,https://www.cleartrip.com/all-offers/federal-bank-credit-debit-cards-hotels-offer/,,"Rupay Crown Debit Card





























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































",Flat 24% off on hotels with Federal Bank,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/Fed-Logo.png,,,,Rupay Crown Debit Card
Cleartrip,https://www.cleartrip.com/all-offers/federal-bank-credit-debit-cards-hotels-offer/,,"Rupay Platinum Contactless Debit Card




























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































",Flat 24% off on hotels with Federal Bank,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/Fed-Logo.png,,,,Rupay Platinum Contactless Debit Card
Cleartrip,https://www.cleartrip.com/all-offers/federal-bank-credit-debit-cards-hotels-offer/,,"RuPay PMJDY Debit Card




























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































",Flat 24% off on hotels with Federal Bank,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/Fed-Logo.png,,,,RuPay PMJDY Debit Card
,,,,,,,,,nan
Cleartrip,https://offers.cleartrip.com/bank-of-baroda-debit-cards-weekly-hotels-offers/,,"Bank of Baroda EaseMyTrip  Debit Card






















































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































",Flat 20% off,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/04/bob_logo.png,,,,Bank of Baroda EaseMyTrip  Debit Card
Cleartrip,https://offers.cleartrip.com/bank-of-baroda-debit-cards-weekly-hotels-offers/,,"BOB World VISA Opulence Debit Card






















































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































",Flat 20% off,https://www.cleartrip.com/all-offers/wp-content/uploads/2024/04/bob_logo.png,,,,BOB World VISA Opulence Debit Card
